treat,y,x1,x2
1.0,4.099574620931701,-0.28383307962848026,1.669398382820908
0.0,2.2789964204147437,0.6560084999614029,0.8222362287284115
0.0,1.7961704155271054,-1.0297896492631848,1.501982903180556
1.0,4.392321586661795,1.9578407268900213,0.7919508715706843
1.0,3.666971647411227,0.13210409569862544,1.6022655747778918
1.0,3.5381799280731836,-0.6163853949561682,-0.0572779886865796
0.0,1.764902854846233,0.19608915990464923,0.6076460089316309
1.0,3.914371342224999,0.26201784641108344,0.2580270416646032
0.0,1.558285625237605,-0.9442116643254375,0.9637441257845847
1.0,3.6238417472934374,0.6809100897883598,-0.1825984812093267
0.0,1.550276548202251,-0.746877325658141,-1.6000199524167122
1.0,2.9857949198223994,-0.31327938048412135,-0.5930554352538241
1.0,4.129221826481844,1.7500668186086854,0.4158239095828997
0.0,1.5115394475046104,-1.441395953331493,0.3316915789910684
1.0,3.5209622710748114,0.5910590680550991,-0.7466673287058032
1.0,3.4547082342850155,-0.22032031056738982,-0.25961435786466464
1.0,3.2282292910740704,0.0028160081490580776,-1.9659185020946415
0.0,1.721896232268463,-0.2151135003869919,0.762166954005032
0.0,1.9149556110466484,-0.2361720671003004,0.8434964613291797
1.0,3.9869562723614007,0.7296008758259415,0.9187956776873711
1.0,4.885907421622667,2.609749610809084,0.9966093420930521
0.0,2.374779807890635,-0.28172466723064776,0.5256325078777055
1.0,3.760689799146816,1.1808918378077127,-0.4637776227427482
0.0,2.3341195951988722,0.011946260231904392,1.1825582161650927
0.0,2.8383644212398758,1.7011780885538996,0.13632567849556207
1.0,4.71682145820587,1.9863208846765767,1.2812050693828656
0.0,1.4080640263968809,-1.6377008377884592,2.0456294841760765
1.0,3.8206618591654466,0.35855902432466713,1.8755580087077288
1.0,2.9893192166865745,-0.08128477181792883,-1.6383787880732843
0.0,2.2666981628264433,1.0790337685559264,1.294662904104665
1.0,2.7017553757131934,-0.7449439657449555,-1.7206573176094768
1.0,4.239251828700709,1.4172119100768805,-0.8749041179871422
0.0,3.0730564909567564,0.9950148818822248,1.2696955243421197
0.0,0.3541814067224919,-2.30012153624257,-1.3646088506514564
1.0,2.493983638347558,0.08284224833668774,-0.3886910911381287
1.0,3.0498268026053186,-0.19381619973403147,-1.8990654480290134
1.0,4.644846647002646,2.072453969628893,-0.014015756130278067
1.0,3.975500936027491,1.2140458458759487,0.3863620079466506
0.0,1.395181322745608,-1.3511243325638893,-0.7416402858080908
1.0,2.894021777400636,-0.15407316679345573,-0.7460866021552109
