time,ret
1,0.7883556016042917
2,-0.8551304668389987
3,-0.8346012370573033
4,-0.6885095758313022
5,-0.6396768230849719
6,-0.06408566503593578
7,-0.7581967668259176
8,0.5226001195699278
9,1.1546554856734945
10,-0.3042925488119559
11,0.6499121901411697
12,-0.9455322614104315
13,-0.4921760073144661
14,0.3445385474692219
15,0.7325222826939328
16,0.0999930622866865
17,-0.21718028433817002
18,-0.2648539779613918
19,0.80097207863825
20,0.18371643407615762
21,0.13826993123524794
22,0.7526772662784443
23,0.20062372736219986
24,-1.0244637922726216
25,0.1609636123581051
26,-0.4300711571873146
27,0.4500626721615512
28,0.9145686605948431
29,-0.48694905134885874
30,-0.722996619804263
31,0.5922452854884114
32,-0.2777367338791315
33,-0.1454506049804164
34,-0.21050821425681915
35,-0.026590393900752126
36,0.06659502617542638
37,-0.5965987476723632
38,0.6151578980980548
39,0.857865795900122
40,0.28275412102126163
41,0.8133035258954048
42,-0.8754407104345855
43,1.090643651110638
44,-0.03016016334464901
45,-0.5468086043351548
46,-0.720369004275201
47,0.7240033344436245
48,0.2893868739873066
49,-0.18898276174065107
50,-0.8247538195700561
51,0.6831262243035598
52,0.3900249669393256
53,-0.06697474176459925
54,0.10697663853189152
55,-0.18610814550824256
56,-0.5432890035611002
57,-0.13245990682775516
58,-0.18157145719525122
59,-0.1434738028954225
60,0.6393401725012074
61,-0.7256476954424277
62,-0.9023286390916796
63,-0.7865643599866018
64,-0.38537716158830637
65,-0.0843541005072212
66,-0.18074774819218545
67,0.9171134226840504
68,-0.36366032341095955
69,-0.7535129559588069
70,1.3233931157069554
71,-0.3826615957113287
72,-0.1309933809736487
73,0.5423428486884437
74,-0.13544843712725413
75,-0.3985441920642738
76,-1.015479984126311
77,-0.12323391731940161
78,-1.1047600667898476
79,-1.8841361423022913
80,1.75867454083989
81,0.8292142399826795
82,-1.3728703761635164
83,0.7605887075101015
84,0.6506000976020777
85,-0.3176201683836208
86,0.7175350933666047
87,-0.4803240844519179
88,-0.5779001226112025
89,-0.5695486462309792
90,-1.6725378494845033
91,-0.5289934211568558
92,0.2044576594129517
93,0.5230012104892475
94,0.003597647800205834
95,0.8130392383874276
96,-0.8960370587233236
97,-0.24749336488598714
98,0.17780819401350229
99,1.6806148716215998
100,0.4594806367685836
101,-0.5872574343835674
102,0.6057853108806821
103,1.0377527033536122
104,-0.22029109930588717
105,1.0211456762142572
106,0.2114105190645916
107,-0.048748478060318026
108,0.7136111735362446
109,-1.054278807360265
110,-2.1126343354113364
111,-0.523021419673263
112,1.6751566080321594
113,1.8478699445096443
114,0.6743875945406875
115,-1.1608831993233717
116,0.632612689033121
117,-0.9712343092330674
118,0.526311293378009
119,-0.8013607800421325
120,-0.29976255655331574
121,-0.38641549870971215
122,-0.786078854926479
123,-0.6326063255912704
124,0.17681731375412638
125,1.37008354324807
126,-0.1858623096904024
127,-0.6656587984960244
128,-0.6331462826502429
129,-1.1362743778077313
130,-1.063633131545982
131,0.583738545018859
132,0.5728773463186279
133,-0.18221343661331046
134,-1.2075154481793664
135,0.1927358941397101
136,-1.253675119464253
137,-0.48811376198075207
138,-0.36183240431185354
139,0.10937282044239861
140,-0.3035853167692048
141,0.6909937498320456
142,0.333837241753232
143,-0.4855740194358704
144,1.0602595198258384
145,0.08493605756945141
146,0.6645670977669611
147,0.1269379230901058
148,0.6296368354455554
149,1.135017029590321
150,0.1500789792264642
151,-0.7713687930361938
152,-0.12436045158933955
153,0.25207642191703666
154,-0.2706577508850498
155,-0.7455077124236985
156,0.08348844788646702
157,-1.3144465631176991
158,0.6709002369921175
159,-0.1075732194119321
160,0.2263313444389282
161,0.24315307118649185
162,-0.3499950904360716
163,-0.5220754516130772
164,-1.3205281017781885
165,-1.2664546665404395
166,-0.1323507465534768
167,0.6280598082898167
168,0.8521758668028795
169,-1.064516263104558
170,0.8175813608729378
171,0.37601541507650105
172,-0.9375316970291263
173,0.7878581007240668
174,0.6906124685935422
175,-0.25435062386780627
176,-0.13231876602435114
177,-0.7852766194103951
178,-0.8298132735226368
179,-2.476267369765221
180,-0.9006178334979243
181,1.2651368369498428
182,-0.3602851454054728
183,-0.2396433007303021
184,0.7478684520886925
185,-1.188125540294176
186,0.35243524225914036
187,-0.006156538011925053
188,-0.6882576329704517
189,0.8343490106026985
190,-0.6195495365328897
191,-0.13549705043799853
192,-0.28437069030074213
193,-0.360828952011077
194,0.345205582151598
195,1.140711193303021
196,-0.9915514057339522
197,-0.8057082475803893
198,0.8416655459803065
199,0.969396974421827
200,-0.5728084992128888
201,-1.2335483623673944
202,-1.3898319082330863
203,-0.01331534661592581
204,0.3822365897117149
205,1.8521053654434179
206,1.5689930668668945
207,-1.0269421037504516
208,0.2436673399989844
209,-0.8109745260382416
210,0.21282438699870762
211,-1.0811579094102493
212,-0.9347754974712542
213,0.7116917336371873
214,-0.7447004867343818
215,-1.0047104035671965
216,0.4128657063827438
217,-1.011381169037242
218,0.13436779726049036
219,-0.06361902597234542
220,-1.2471557931225317
221,0.3254927752756021
222,0.5696664231174
223,2.0674197002247525
224,-0.3030012906162666
225,0.6042075912248096
226,2.288027821855396
227,0.01923069849763122
228,-0.40073936662746695
229,0.54409478941022
230,-0.6792575722068366
231,0.02765227927092323
232,0.743452451524246
233,0.1503657382596122
234,0.3760067861637122
235,-0.74348466861003
236,0.20358052789042144
237,0.3205528084230837
238,0.4578335182625192
239,0.14442495518793508
240,-0.14825397247728506
241,0.14500066706452583
242,0.5704020603765914
243,0.009612853038631878
244,0.3022370176035478
245,0.6764669625220858
246,-0.1739958004839946
247,-0.05749465714729696
248,1.1844501219135728
249,-0.4530370085431415
250,1.7079323957005688
251,0.9677593293828242
252,-0.025377365853501394
253,-1.005589163473959
254,0.34491120274047327
255,-0.030548206846940765
256,0.21938032259831372
257,0.35908892336749093
258,-0.2510174869326004
259,0.14059477193043568
260,0.6209330408004041
261,0.5982455611992463
262,0.37334470202797765
263,-0.9545596857017687
264,-0.7118220044680557
265,0.292107069584331
266,0.22085641050841046
267,0.3348291969090184
268,0.3052259045194425
269,-0.12355826298848567
270,-0.8579486705867053
271,0.7761275035993328
272,0.5628643823287133
273,1.1951083213479021
274,0.6087957903565319
275,-0.8811082726882652
276,0.6314010640079287
277,-1.0624285567099445
278,-0.7469306228080109
279,0.3574031412790124
280,-0.6276578325797942
281,0.8817402467930899
282,0.029892511912494986
283,-0.6234971865409751
284,1.544303529706258
285,2.196888067820079
286,-0.3661426725793393
287,0.07185831484207114
288,-0.3879126963507104
289,-2.218762742204878
290,1.6825184939344007
291,0.933278445614369
292,1.8074229578844834
293,0.49696640980195134
294,0.6293377123506891
295,1.7449037457234648
296,1.8287343584429123
297,-0.4476918894112622
298,-0.8859888681545719
299,-0.33341339173892687
300,-1.219303240925739
301,1.154220080154024
302,-1.4300772113198037
303,0.27573591552723675
304,1.164910954799412
305,0.9383989698861448
306,1.1223363625999363
307,-0.7494079852461519
308,2.766446605941331
309,-1.044593733760326
310,0.3894700089465437
311,-0.0009269130983711582
312,-0.29121008826752937
313,-0.5561636020205315
314,0.8886559580321272
315,0.6892366456395302
316,0.1366518011250471
317,-1.989476348861398
318,-0.7513969482012847
319,0.5329120305103996
320,2.0413608872873525
321,-1.001490666056648
322,-0.4021869204193311
323,0.1000559102340461
324,1.2927960915417969
325,-0.16791905536935733
326,-0.5673250774859472
327,-0.2631719098981867
328,-1.0510684775182295
329,0.6114076811604691
330,0.8201076324255128
331,-0.2872550488751586
332,0.9534739178601416
333,1.0920059921658765
334,-0.5728713095970982
335,-1.3854004668521038
336,0.0477054561096904
337,1.6996301591749743
338,-0.43160498183733165
339,-0.11525518299637023
340,0.2694992237523641
341,-0.2912863707188087
342,0.5071139443276277
343,0.3509038314261636
344,-0.08595378865890303
345,0.1017675750756878
346,-0.137229966624026
347,-0.4193600817078284
348,0.281981413729035
349,0.148663846363637
350,-0.412929092023687
351,0.8970657161185305
352,0.3225423808976863
353,0.6519110579626359
354,-0.7074254012481979
355,-0.2186260722178236
356,0.18283326807694797
357,0.7740163966152793
358,1.5897834819322942
359,-2.0060579206917692
360,-0.43143643054117425
361,-0.07616099338358467
362,0.27536199392166927
363,-1.6668884901915757
364,-1.0456989465991757
365,0.30910930859940855
366,0.7705844205202972
367,0.2996741209681027
368,2.0469646157951207
369,-1.215761974639454
370,-1.279075275537791
371,-0.3723620103133768
372,-1.3213045963224128
373,-0.8190649693393364
374,-1.332746193359449
375,-0.4959985106730273
376,-1.2442404632217865
377,-1.0625988284864283
378,-1.4888568961083561
379,-0.5613868521073251
380,-0.4388490570560956
381,-0.5209026206708245
382,-0.2827834738289324
383,-0.39065898366078006
384,0.8852467266139044
385,1.2597419857867598
386,-1.0631597412160425
387,-0.5551339021972154
388,1.1811095687800146
389,-0.09597011603798869
390,2.3679123348236746
391,0.7280694969278755
392,-0.609918667372482
393,0.7972065257973331
394,-0.5574435376652603
395,1.846305622038215
396,-0.5518022616808225
397,0.8818168144460474
398,-0.6566794827501988
399,-0.4620633078023604
400,1.0454367103891515
